联想ThinkBook 14p AMD锐龙标压 14英寸高性能轻薄笔记本电脑 R7-5800H 16G 512G 16:10 2.2K 高色域 Win11,4599.00,5万+,ThinkPad京东自营旗舰店
惠普(HP)战66 五代 14英寸轻薄笔记本电脑(英特尔12代酷睿 i5-1240P 32G 512G 高色域低功耗屏 1年上门),4799.00,20万+,惠普京东自营官方旗舰店
华硕无畏16 2022 AMD标压R7 16英寸大屏办公高性能网课轻薄笔记本(R7-5800H 16G 512G 莱茵护眼防眩光)银,4299.00,5万+,华硕京东自营官方旗舰店
华为笔记本电脑MateBook D 16 16英寸 12代酷睿标压i5 16G 512G 锐炬显卡/轻薄本/护眼全面屏/高色域 皓月银,5699.00,2万+,华为京东自营官方旗舰店
华硕笔记本电脑 a豆14 Pro 高性能轻薄本商用办公本(12代酷睿i5-12500H 16G 512G 2.5K高分屏 100%sRGB)银,4599.00,1万+,华硕京东自营官方旗舰店
华硕a豆14 14英寸高颜值学生办公轻薄本笔记本电脑 钛空银 酷睿i3 8G 512G,3099.00,2万+,华硕电脑京东自营官方旗舰店
联想ThinkPad E14 2022款 酷睿版 英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-1240P 16G 512G 100%sRGB)银 win11,4999.90,10万+,ThinkPad京东自营旗舰店
神舟（HASEE）战神Z7-DA5NS 12代英特尔酷睿i5 15.6英寸游戏本 笔记本电脑(12代i5-12450H 16G 512G RTX3050 144Hz),4499.00,5万+,神舟电脑京东自营旗舰店
惠普(HP)锐15 锐龙版 15.6英寸轻薄笔记本电脑(六核 锐龙 5 5625U 8G 512GSSD office 一年上门)银色,3099.00,1万+,惠普京东自营官方旗舰店
联想ThinkBook 16+ 英特尔酷睿i9 16英寸标压高性能轻薄笔记本电脑i9-12900H 16G 512G RTX2050 2.5K 120Hz,7899.00,2万+,ThinkPad京东自营旗舰店
荣耀笔记本MagicBook X 15 2022 15.6英寸全面屏轻薄笔记本电脑 （i5 8GB 512GB多屏协同）冰河银,3299.00,5万+,荣耀京东自营旗舰店
惠普（HP） 星14Pro【2022新品】笔记本商务办公超轻薄便携金属女学生手提电脑 粉：i5-12500H【锐炬Xe】2.8K高刷 标配版：16G/512G固态/金属,5799.00,1万+,惠普电脑授权专卖店
惠普(HP)战66五代 锐龙版15.6英寸轻薄笔记本电脑(全新7nm锐龙R5-5625U 16G 512G Win11一年上门维修 长续航),3899.00,50万+,惠普京东自营官方旗舰店
华为笔记本电脑MateBook 14 2022 12代酷睿版 i5 16G 512G 锐炬显卡/轻薄本/14英寸2K触控全面屏 深空灰,5399.00,10万+,华为京东自营官方旗舰店
华硕a豆14 14英寸高颜值轻薄本笔记本电脑 极光白 酷睿i5 16G 512G,3699.00,1万+,华硕电脑京东自营官方旗舰店
联想ThinkBook 14+ AMD锐龙标压笔记本电脑 全新2022款 14英寸标压轻薄本R7-6800H 16G 512G 2.8K 90Hz Win11,5499.00,2万+,ThinkPad京东自营旗舰店
惠普(HP)战66 五代 15.6英寸轻薄笔记本电脑(英特尔12代酷睿 i5-1240P 16G 512G Win11 一年上门 2年电池),4199.00,20万+,惠普京东自营官方旗舰店
华硕灵耀14 2022 12代酷睿 2.8K OLED屏 高颜值超轻薄笔记本电脑 i7-1260P 16G 512G 影青釉,6299.00,1万+,华硕电脑京东自营官方旗舰店
神舟（HASEE）战神Z7-RA5 13代英特尔酷睿i5 15.6英寸游戏本 笔记本电脑(13代i5-13500H 16G 512G RTX3050 144Hz),4999.00,5万+,神舟电脑京东自营旗舰店
华为笔记本电脑MateBook 13 2021款 2K全面屏 11代酷睿i5 16G 512G 锐炬显卡/多屏协同/13英寸轻薄本 皓月银,4499.00,10万+,华为京东自营官方旗舰店
华为笔记本电脑MateBook D 15 2022款 15.6英寸 11代酷睿 i5 16G+512G 锐炬显卡 轻薄本/护眼全面屏 灰,4299.00,5万+,华为京东自营官方旗舰店
