name,thirty_day_average_price,thirty_day_change,thirty_day_difference,thirty_day_sales,thirty_day_volume
Skulls On ETH,0,0,0,0,0
MoonShotBots,0,-1,0,0,0
Banquets,0,0,0,0,0
Orcish Raiders,0,0,0,0,0
PACDAO FOUNDER,0,0,0,0,0
Makaveli Album 25th Anniversary,0,0,0,0,0
SODA Limited Edition,0,0,0,0,0
DIA ART - CP,0,0,0,0,0
EtherGhostsNFT,0,0,0,0,0
Puppies Unchained,0.043875000000000004,1.3400000000000003,0.10050000000000002,4,0.17550000000000002
scrmbl,0,0,0,0,0
Gone to Mars,0,0,0,0,0
Ready Playa One,0,0,0,0,0
BBCo Rewards,0,0,0,0,0
Million Dollar Rat,0,0,0,0,0
Tascha's Destroyed Diamond,0,0,0,0,0
Futura 2000,0,0,0,0,0
InvertedInuCoterie,0,0,0,0,0
MarsShotBots,0,0,0,0,0
Unit Protocol,0,0,0,0,0
Blockchain Artifacts,0,0,0,0,0
SUPERPUNK,0,-1,-1,0,0
MekaCats,0,0,0,0,0
Lazy Monsters Space Club,0,-1,-0.05,0,0
BSJ NFT Farm,0,0,0,0,0
Entropyseeds,0.01,0,0.01,1,0.01
PowerTrade Fuel Token,0,0,0,0,0
Sweet Cuts,0,0,0,0,0
Time Variants NFT,0,-1,-0.00404,0,0
METAMONZ - NFT,0,0,0,0,0
Foes (against Adventurers),0,0,0,0,0
Blake Kathryn & Paris Hilton,0,0,0,0,0
This Shard Does Not Exist,0,0,0,0,0
Woodies Lore,5.1,0,0,0,0
Ribbits,0,0,0,0,0
Dice (for Loot),0,0,0,0,0
DOOMED DEGEN SONGS,0,0,0,0,0
FuZZieMiNTS,0.1,2.3333333333333335,0.07,1,0.1
1Block,0,0,0,0,0
The Haas Brothers,0,0,0,0,0
Movie Cars,0,0,0,0,0
One Day Mint Pass,0,0,0,0,0
N C H R O M A .,0,0,0,0,0
Empress Princess Butterfly,0,0,0,0,0
Early Works - Alejandro & Taylor,0,0,0,0,0
FemmeVerse,0,0,0,0,0
Freaking Turtles NFT,0,0,0,0,0
Furballs A Community NFT Story,0,0,0,0,0
ScoopDog Squad,0,0,0,0,0
NFT Guild Friends,0,0,0,0,0
The Crypto Pigeons,0,-1,0,0,0
Happyland Wummy Gurms,0,0,0,0,0
Baby Duck Pond,0,-1,-0.0455,0,0
Mallows BYOA,0.079,4.925,0.19699999999999998,3,0.237
NFT2040 Crates,0.05726666666666666,-0.8343030565839633,-2.595097933,9,0.5154
GAN Nature,0.02,0,0.02,1,0.02
Pug Force NFT,0,0,0,0,0
Felix Ip (Single Edition),0,-1,0,0,0
Verdandi Artefacts,0,0,0,0,0
Cicada Early Adopters,0,0,0,0,0
Bitscapes Official,0,0,0,0,0
See you Next Year GOLD Item Sale,0,0,0,0,0
BASKETMONZ,0,0,0,0,0
Deeper IPO NFT,0,0,0,0,0
Party Skulls,0,0,0,0,0
Glitched Worms,0,0,0,0,0
Deep Sky Network,0.012,0.6000000000000001,0.009000000000000001,2,0.024
MonkeyBytes,0,0,0,0,0
Kibatsu Bots,0.11249999999999999,3.499999999999999,0.35,4,0.44999999999999996
Nfinite for N,0,0,0,0,0
BlootElves' Hell,0,0,0,0,0
Generative Artworks One-offs,0,0,0,0,0
Movonox,0,-1,-0.001,0,0
Tulip 1637,0,-1,-1.4,0,0
NEXUS NXS,0,0,0,0,0
Crypt Pain,0,-1,0,0,0
ThankYouX,0.14,-0.654320987654321,-0.265,1,0.14
Hobo Beard Club x 90s,0,0,0,0,0
CypherBot 1155 Collection,0,0,0,0,0
Thought Boxes,0,0,0,0,0
DeNations Art by Jacoby,0,-1,0,0,0
Framed Growth,0,0,0,0,0
Grelysian Collaborations,0,-1,0,0,0
DVDLogo,0,0,0,0,0
36FUJI Art,0,-1,-0.3,0,0
JKOLioneersNFTv1,0,0,0,0,0
Bloot Girls,0,0,0,0,0
GHSTY,0,0,0,0,0
Into The Cryptoverse V2,0.003,-0.9747899159663865,-0.116,1,0.003
DogePirates,0,0,0,0,0
Dwarfs Alt World (DAW),0,0,0,0,0
Ether Reapers,0,0,0,0,0
Frenly Robitz V2,0,0,0,0,0
FoxPunk Jrs,0,0,0,0,0
Untamed Companions,0.009,-0.8298676748582231,-0.0439,1,0.009
ETHMap Zones,0,0,0,0,0
face.png,0,-1,0,0,0
Ethereum Homies Genesis Collection,0,0,0,0,0
Secret Ape Club,0,0,0,0,0
MutantVerseDNA,0,0,0,0,0
PUPKIKS,0,0,0,0,0
Mercenary Party,0,0,0,0,0
Haiku I,0,0,0,0,0
The Lurkers,0,0,0,0,0
CryptoBlanks,0,-1,0,0,0
Annibale Siconolfi,0,0,0,0,0
Dream Machine (Alpha Series),0,0,0,0,0
PandaBugz,0,0,0,0,0
Bad Cache - ERC-721,0,0,0,0,0
Proof of Work - Jonathan Chomko,0,0,0,0,0
Nor,0,0,0,0,0
Fluid Forms,0,0,0,0,0
Arteon Graphics Card Xtreme,0,0,0,0,0
The Cryptid Collective Official,0,0,0,0,0
Crypto Records Singles,0,0,0,0,0
Frens Head Collection,0,0,0,0,0
DegenDrops,0,0,0,0,0
RoboBits,0,-1,0,0,0
This Punk Does Not Exist by Diet LARVA,0,0,0,0,0
Cryptinies,0,0,0,0,0
Meeples Gang,0,0,0,0,0
Old Plunder Contract moved to Polygon,0,0,0,0,0
RUSHNFT V2,0,0,0,0,0
Unidentified contract - WKcCNFypY9,0,0,0,0,0
Epic Wizard Union,0,0,0,0,0
MetaVoicers,0,0,0,0,0
Wang Changcun,0,0,0,0,0
bitpixi and co.,0,0,0,0,0
undead by coldie x bauhaus,0,0,0,0,0
Ethverse eCitizenShip,0,0,0,0,0
Swimmy Sharks,0,0,0,0,0
SumSwap Collection,0,0,0,0,0
Clever Ghouls,0,0,0,0,0
Purrnelopes Gift,0,0,0,0,0
Oink's Backyard BBQ,0,0,0,0,0
Big PP Condoms,0,0,0,0,0
LuckyPiggy Token,0,0,0,0,0
MechNuggets,0,0,0,0,0
Hog Gang,0,0,0,0,0
Mirror Editions,0,0,0,0,0
HodlHeads,0,0,0,0,0
ALEX PARDEE'S MOODZ,0,0,0,0,0
Crypto Ouroboros,0.0011,0,0.0011,1,0.0011
Pixel Emojis,0,0,0,0,0
Chibi Doge,0,-1,-0.2,0,0
GANMasks,0,0,0,0,0
Collection to be burnt,0,-1,0,0,0
Emojiverse NFT,0,0,0,0,0
TheYogiNFt,0,0,0,0,0
EtherGals Limited Edition,0,0,0,0,0
One Day Hype Train,0,-1,-0.009,0,0
Outdated - All Pet NFT's have been forked to Polygon,0,-1,0,0,0
LuckyCatzNFT,0,0,0,0,0
CyberHunter,0.06,0,0.06,1,0.06
Petri Collection,0,-1,-0.0068,0,0
Flat-n,0.01,0,0.01,1,0.01
PAWZ,0,0,0,0,0
The Mice House,0,0,0,0,0
Astraglade,0,0,0,0,0
Mighty Dinos,0,0,0,0,0
StripperVille Marbles,0.009,0,0.009,1,0.009
Reuben Wu,2.5,0.041666666666666706,0.10000000000000009,1,2.5
Sumatra Fitness Squad,0,0,0,0,0
MemeCalfNFT,0,0,0,0,0
Mad Mask Gang,0,0,0,0,0
bunnybuds,0,0,0,0,0
Unit - P3dMgFYbZg,0,0,0,0,0
Land DAO ORE Store,0,0,0,0,0
ARKE Originals,0.05,-0.9,-0.44999999999999996,1,0.05
Aimi Sekiguchi Collection,0,0,0,0,0
Kingswap Partnership Projects,0,0,0,0,0
Spells (for Wizards and other Adventurers),0,0,0,0,0
Lottery $$$,0,0,0,0,0
ORIGINALS by LUIS SIMO,0,0,0,0,0
Kittball,0,0,0,0,0
"Third Millennia Physical NFT Collection #1, powered by Mattereum",0,0,0,0,0
METAPUNKS V1,0,0,0,0,0
CAMO splinters (n),0,0,0,0,0
Rare Cassettes,0,0,0,0,0
CyberApes2088,0,0,0,0,0
renaiss.art,0,0,0,0,0
EtherThings,0.02414123008849557,0.32543582617483624,0.6697990000000007,113,2.727959
UltraSoundBatClub,0,0,0,0,0
FyderNurse,0,0,0,0,0
CYBER CREW,0,0,0,0,0
Marius Sperlich,0,0,0,0,0
Loot Class (for Adventurers),0,0,0,0,0
NFTStudioToken,0,-1,0,0,0
DOGIRA x BINGUS Charity Campaign,0,0,0,0,0
Junkies V2,0,0,0,0,0
Bad Banana,0.03430337925557143,-0.9057710415614331,-2.308176345210998,7,0.240123654789
Lost Pixels For N,0,0,0,0,0
RektPunk,0,0,0,0,0
Restored Cache,0,0,0,0,0
Ballistic Romance,0,0,0,0,0
EthBot V2,0,0,0,0,0
Richie Mason Lone Legends,0,0,0,0,0
Polyient Network Vault Series III,0,0,0,0,0
Glitch (in the Matrix),0,0,0,0,0
Crypto Llamas NFT,0,0,0,0,0
Mattereum Fine Art and Antiquities Collection,0,0,0,0,0
LQTY,0,0,0,0,0
ASAP Rocky,0,0,0,0,0
MSFTS,0,0,0,0,0
Vixens of IoN,0,0,0,0,0
Landmarks V2,0,0,0,0,0
Song A Day RMXD,0,0,0,0,0
TRASHPUNKS,0,0,0,0,0
Musee Collective,0,-1,-0.001,0,0
thelilguys,0,0,0,0,0
NFT Dungeon,0,0,0,0,0
Morgan Heritage Digital Collectibles,0.055,0,0.11,2,0.11
Alim Pixel Art Team produced by doublejump.tokyo,0,0,0,0,0
taylor.wtf,0,0,0,0,0
D*Face,0,-1,-0.015,0,0
Cryptic Cows,0,0,0,0,0
Maths Town Collection,0,0,0,0,0
Whole Picture,0,0,0,0,0
Kudzu,0.01,0,0.01,1,0.01
Fyder Bookstore,0,0,0,0,0
HASCH PROJECT: ALPHA,0,0,0,0,0
Art Loot Project,0,0,0,0,0
Bitverse,0,0,0,0,0
Nue Geo,0,0,0,0,0
ZACHEM SPACE EDITION,0,0,0,0,0
Instigators x Nikolay Koshelev,0,0,0,0,0
Crowns For Ladies,0,-1,-0.005,0,0
Grinders by Andrew Benson,0.05,10.904761904761907,0.0458,1,0.05
GFarmNFT V2 Type 5,0,0,0,0,0
CarnageOrigins,0,0,0,1,0
MuskyPunks,0,0,0,0,0
Invaders Spaceships,0,-1,0,0,0
PVLACE NFT,0,-1,0,0,0
1024 Pixels,0,0,0,0,0
Jahan Loh's Moonwalk,0,0,0,0,0
Every body love Cats,0,0,0,0,0
TAKUYA CryptoArt,0,0,0,0,0
WCC X Dizzy Viper - Generations,0,0,0,0,0
HOLDERSLAND x Urbit,0,0,0,0,0
Portion Art Token,0.029750000000000006,-0.3567567567567566,-0.06599999999999998,4,0.11900000000000002
HUMBL - 4HPupYpnb9,0,-1,0,0,0
SakuraApe,0,0,0,0,0
Hidden Ninja Village,0,0,0,0,0
Ethersparks,0,0,0,0,0
FanziesNFT,0,0,0,0,0
Broslavskiy Specials,0,0,0,0,0
RENAISSANCE by Elti,0,0,0,0,0
Divine Sprits,0,0,0,0,0
Familiars for Adventurers,0,0,0,0,0
GakaArt,0,0,0,0,0
AtomicAntzOfficial,0,0,0,0,0
Sophia the AI robot x Andrea Bonaceto,0,0,0,0,0
Renaissance Collection by Rene Makela,0,0,0,0,0
dCanvas Blocks,0,0,0,0,0
XWAVE Forever,0,0,0,0,0
DERPYS,0,0,0,0,0
Degen Arts,0,0,0,0,0
Warp Token,0,0,0,0,0
StakeMineNFTCompose V2,0,0,0,0,0
The Space Doge V1,0,-1,-0.03,0,0
CopyCats,0,-1,0,0,0
Lil' Boomies,0,0,0,0,0
Sierpinski Triangles V2,0,0,0,5,0
Monster Portal Badge,0,0,0,0,0
The Cassandra Complex,0,0,0,0,0
AmPm,0,0,0,0,0
SpaceBots Passports,0,0,0,0,0
SNAP UNIVERSE special edition cover Issue 03,0,-1,-0.001,0,0
Anonymice Burned,0,0,0,0,0
The Mad Lads,0,-1,-1.3e-06,0,0
Dreamfield NFT,0,0,0,0,0
Axi,0,0,0,0,0
Air Dolls,0,-1,0,0,0
Decentralized Bone Society,0,-1,-0.02,0,0
Fanimetas,0,-1,0,0,0
Magic Dust Miners,0.022966666666666666,0,0.0689,3,0.0689
Rabbits (Rabbots),0,0,0,0,0
TheHippoPool,0,0,0,0,0
ToonPops Studio,0,0,0,0,0
Landloot,0,-1,0,0,0
Metaani Blitmap,0,0,0,0,0
RichKidz,0,0,0,0,0
TEMPLATE-TEST,0,0,0,0,0
LOREM 1/1,2,0,2,1,2
Monsters (for Adventurers),0,0,0,0,0
Greg Mike x NGHTMRE,0,0,0,0,0
Fractured Cells,0,0,0,0,0
Atelier de Miguel,0,0,0,0,0
Arteon Graphics Cards: ARTX 1000,0,0,0,0,0
SpeakerHeads Vol. 0xG3N3S1S,0,0,0,0,0
PixelTurtles,0,0,0,0,0
IngloriousOrcsBrawlParty,0.001,-1,-0.001,0,0
ReflectDAO,0,0,0,0,0
Shroomies by Ines Helene,0.0042069,0,0.0042069,1,0.0042069
HANDIEDAN | 2021 Editions,0,0,0,0,0
Naughty PIPPI,0,0,0,0,0
Hollow Genesis,0,0,0,0,0
CryptoCoffees V2,0,0,0,0,0
Weensy,0,-1,-0.014,0,0
Halloween Ghosts,0,0,0,0,0
KBOTS KLMKBPL,0,0,0,0,0
H3ADCASES,0,0,0,0,0
Tribute of Parallel Polis,0,-1,0,0,0
SpinCycle,0,0,0,0,0
Shrug Token,0,0,0,0,0
BigBang Cards,0,0,0,0,0
ANIFTY Collection,0,0,0,0,0
Salavat Fidai Art,0,0,0,0,0
Crypto Moments - DAO Hack,0,0,0,0,0
GUMBINO,0,0,0,0,0
Lootmart,0,0,0,0,0
SPERMIES,0,0,0,0,0
Chinese Opera Mask Plus,0,0,0,0,0
PocketRooms,0,0,0,0,0
BlankFaceHaylos,0,0,0,0,0
shiro_one,0,0,0,0,0
Harems,0,0,0,0,0
The Adventurers Weapon,0,0,0,0,0
Monsters  (for Adventurers with Maps),0,0,0,0,0
Iconic Japan,0,-1,-0.7,0,0
BirdHouse Buddies,0,0,0,0,0
BALC,0,-1,-0.008,0,0
PixelDoors,0,0,0,0,0
SquidClub,0,0,0,0,0
Moglets,0,-1,-0.1788,0,0
Geo Freeze,0,0,0,3,0
Weensy Meme Cards,0,0,0,0,0
SOLECTIBLES,0.005,0,0.005,1,0.005
Chillblocks,0,0,0,0,0
Currency Cats,0,0,0,0,0
GHOST PROJECT,0,0,0,0,0
EtherFreakers,0,-1,-2,0,0
Lost Punk Society,0,-1,0,0,0
Art-NFT,0,0,0,0,0
Homies OG,0,0,0,0,0
Krubber Duckiez OG 300,0,0,0,0,0
Good Boi Society,0,-1,-0.001,0,0
Catctus Collectibles,0,0,0,0,0
Burnt Tuzov Gallery,0,0,0,0,0
gDEX Achievements,0,0,0,0,0
Spooky VooDoo Society,0,-1,-0.33,0,0
CHINA ONE,0,0,0,0,0
@bvalosek NFT Collection,0,0,0,0,0
YFU Cards,0,0,0,0,0
CryptoKoalas - Original,0.04,-1,-0.04,0,0
0xHEADS,0.002,-0.3749999951171875,-0.004799999900000001,4,0.008
One Year NFT,0,0,0,0,0
Swole Doges,0,0,0,0,0
Fat Mikes Voice Memo Demos,0,0,0,0,0
CryptoFinney,0,-1,-0.038,0,0
eMEOWtions,0,0,0,0,0
Seasonal Creatures - Halloween,0,-1,-0.005199899999999999,0,0
KNEECAPs,0,0,0,0,0
Freedom Flowers,0,-1,-3.8,0,0
WE MIGRATED TO POLYGON. DON'T BUY THESE LISTINGS.,0,0,0,0,0
Potions (for Adventurers),0,0,0,0,0
FomoFrogs,0,0,0,0,0
CryptoCelebs IO,0,0,0,0,0
Limited Fine Jewelry,0,-1,-1.25,0,0
Rare Liquid Society,0,0,0,0,0
LeagueDAO: Cryptofantasy NFL 2021,0,0,0,0,0
WANTED PUNKS OFFICIAL,0,0,0,0,0
Godo's Farm,0,0,0,0,0
GAN Faces,0.0195,0,0.039,2,0.039
Blankspace Watches,0,0,0,0,0
Signals in the Noise,0,0,0,0,0
Unidentified contract - OJq12Eho56,0,-1,-0.0002,1,0
Captain Capitalism,0,0,0,0,0
Pandamonium World,0,0,0,0,0
Birditos,0,0,0,0,0
Avatars (For Loot),0,0,0,0,0
AudioBees,0,0,0,0,0
Moonducks Social Metaverse,0,0,0,0,0
Humble Flex,0,0,0,0,0
$Paper Buddha,0,0,0,0,0
Familiars (for Adventurers) V1,0,0,0,0,0
SVCK_PUNKS,0,0,0,0,0
DegenRexy,0,-1,-1e-18,0,0
ODESZA x Japanese Dad,0,0,0,0,0
Scattered shoeuzi Vol. 1,0,-1,-0.001,0,0
Republic Of Zombies,0.0042,0,0.0042,1,0.0042
Parable NFT,0,-1,-0.01,0,0
Genesis Bitcoin,0,0,0,0,0
Drunken Bears hacked,0,0,0,0,0
CHROMA5,0,0,0,0,0
Gear (for LOOT),0,0,0,0,0
Etherpoems: Spoken Word,0,-1,-0.11510000000000001,0,0
MaidCoin Clone Nurses,0,0,0,0,0
BoardRooms,0,0,0,0,0
Simple Stoix,0,0,0,0,0
Irregular Nouns,0,0,0,0,0
APE PUNKS NFTS,0,0,0,0,0
TYCHO,0,0,0,0,0
NFT.finance Domain Name,0,0,0,0,0
Space Knight Club,0.004,0,0.004,1,0.004
Bone Yard Poker Club (LEGACY),0,0,0,0,0
Chunky Bunnies NFT,0,0,0,0,0
Robbie Trevino - the return,0,0,0,0,0
Cha Cha Lucha GEORGE LOPEZ x SABET x BLKPRL,0,0,0,0,0
Dogira Collection,0,0,0,0,0
Raphael Erba,0,0,0,0,0
Suburbia Mexicana Part I Fragmented Cities,0,0,0,0,0
Pete Alonso 100,0,-1,0,0,0
BlackPool Posters,0,0,0,0,0
Ape - TlVrDn3Bqv,0,0,0,0,0
YWhales Crystal Whales,0,0,0,0,0
The Haas Brothers NFTs,0,0,0,0,0
SergToys,0,0,0,0,0
CryptoRickClub,0,-1,0,0,0
Daughters of Rainbow NFT Collection,0,0,0,0,0
DIA ART - Decentraland,0,0,0,0,0
Carsten Bund Portraits,0,0,0,0,0
Coke Boys LA Sneaker,0,-1,-0.0084,0,0
Absurd Arboretum - FIREWORKS,0,0,0,0,0
Loot for IRL,0,0,0,0,0
UMI Digital,0,0,0,0,0
Multicoin Capital,0,0,0,0,0
RetroGamePixels,0,0,0,0,0
Rarible Cosmic Josh,0,0,0,0,0
Evolutrees,0,0,0,0,0
METABOB,0,0,0,0,0
Ora-Ora,0,0,0,0,0
Moonshots BUIDL1,0,0,0,0,0
World Of Squish,0,-1,-0.032000000000000015,0,0
Adorable Pandas,0,0,0,0,0
Pixel Meow Club,0,-1,-0.01,0,0
SharkZWorld,0,0,0,0,0
Cubeverse Color,0.018,0,0.018,1,0.018
Slow Loot,0,0,0,0,0
Hash Garage Specials,0,0,0,0,0
OnChainSeasides Night,0,0,0,0,0
NFT Address,0,0,0,0,0
Maalavidaa,0,0,0,0,0
Giorgiko Limited Editions,0,0,0,0,0
Infected Mushroom,0,0,0,0,0
PixelSquiggle,0,0,0,0,0
Generative Burger Club,0.0169,-0.07142857142857138,-0.001299999999999999,1,0.0169
CryptoTyans 2.0,0.000216666666666667,0,0.0013,6,0.0013
ComplexLand,0.19,0,0.19,1,0.19
CryptoRares: NFT Wearables for your NFTs,0,-1,0,0,0
Bloot Real Estate (not for Weaks),0,0,0,0,0
AstroRookies,0,0,0,0,0
Lil Bubble Parody Pix,0,-1,0,0,0
Neo's Bizarre Adventure,0,0,0,0,0
Unicorn GG Club,0,0,0,0,0
It's Louie Baby,0,0,0,0,0
Revolvessence,0,0,0,0,0
Creepies: Uncanny Valley,0.0055,0,0.011,2,0.011
Cey Adams,0,0,0,0,0
0xAI CryptoMaze,0,0,0,0,0
The Second Burn (EXTINGUISHED),0,0,0,0,0
Shogun's   Tiger Dojo,0,0,0,0,0
PixMons,0,0,0,0,0
Space Inmates,0,0,0,0,0
Nifty Royale X Lushsux ONE DOES NOT SIMPLY SELL AN NFT,0,0,0,0,0
ZombieTadpolez,0,0,0,0,0
RocBabies,0,0,0,0,0
V38SEL,0,0,0,0,0
Rogue Titans: Fragments,0,0,0,0,0
Crypto Creeps GENESIS,0,0,0,0,0
HippoHotel.io,0,0,0,0,0
QUOXKA Kawaii Generative3D ETH,0,-1,0,0,0
Nu Collection,0,-1,0,0,0
EVOLCouture,0,0,0,0,0
PXLPET AVATARS,0,0,0,0,0
Zombies Of Metaverse,0,-1,0,0,0
Beats on the Blockchain,0,0,0,0,0
BUNS.LAND Origin,0.0925,0,0.185,2,0.185
Haunted Voodoo Council,0,0,0,0,0
99DM-Not In Use,0,0,0,0,0
Gareth Emery - LSR/CITY Series 1,0,0,0,0,0
emoshuns,0,0,0,0,0
Fanatica,0,0,0,0,0
Roo Crew,0,-1,-0.005,0,0
Bored Ape Pixel Club ofc,0,0,0,0,0
Flossing Doggie Club,0,-1,0,0,0
Crypto Matryoshka,0,0,0,0,0
Wolf Error,0,0,0,0,0
Badger Capsule ETH,0,0,0,0,0
DIGITALINK COLLECTION,0,-1,0,0,0
SuperFarm Revv,0,0,0,0,0
A Dream Dawns,0,0,0,0,0
Denzuulfied PFPs,0.694201,22.14003333333333,0.6642009999999999,1,0.694201
Deep Blue Sea Club (DBSC),0,0,0,0,0
Juicy J's Journey NFT Drop,0,-1,0,0,0
EulerBeats Wearables,0.1,0,0.1,1,0.1
Nois7,0,0,0,0,0
Moving with Olympus,0,0,0,0,0
Redlion ArtDrops,0.0775,0,0.31,4,0.31
MySnakes,0,0,0,2,0
The Wicked Loot,0,-1,-0.005,0,0
QuokkaEmpire,0,0,0,0,0
Cyber Rexes,0,0,0,0,0
The Bitbots,0,0,0,0,0
88mph USDT via Aave Deposit,0,0,0,0,0
CryptoSVIN,0,0,0,0,0
Monuments V4,0,0,0,0,0
PolygonLow,0,-1,0,0,0
tiny Demons Club,0,-1,0,0,0
EtherKoiPond,0,0,0,0,0
ImmaterialCryptorialSensibility,0,0,0,0,0
Alex Solis,0.03,0,0.03,1,0.03
SoupxMondrian,0,-1,-0.056998999999999994,0,0
StarFaces,0,0,0,0,0
Pets for Metaverse,0,0,0,0,0
VOYAGERZ,0,0,0,0,0
Tove Lo x Blake Kathryn,0,0,0,0,0
DAOpunks - The OG Collection,0,0,0,0,0
Froggie Frens,0,0,0,0,0
Croak V2,0.02,0,0.02,1,0.02
Enso Water Paintings,0.03,0,0.03,1,0.03
Weird Whales - BBCo,0,0,0,0,0
CB1000,0,-1,-0.175,0,0
ABOMINATIONS.IO,0,0,0,0,0
Dumb Duck Campsite,0,0,0,0,0
PawZees Club,0,0,0,0,0
Dragons Of Midgard Official Collection,0,0,0,0,0
Baby Camels Season 1,0,0,0,0,0
Crypto Greeks,0,0,0,2,0
Alienoids NFTs,0,0,0,0,0
ALIAS S1,0,-1,-0.001,0,0
Modern Cars Collection,0,0,0,1,0
ShroomBits (ETH),0,-1,-0.001,0,0
#dummies,0,-1,-0.0081,0,0
Unidentified contract - GB2B30sheS,0,0,0,0,0
VBC Collection I,0,0,0,0,0
EvermoreNFTs,0,0,0,0,0
Ishihara Plates,0,0,0,0,0
Trevor Lawrence x Topps Chrome,0,0,0,0,0
CB Hoyo,0,0,0,0,0
Magic Piggy Token,0,0,0,0,0
The Masked Ones V2,0,0,0,0,0
CryptoPuzzles Official,0,0,0,0,0
Etherblox (ETHBLX),0,0,0,0,0
NO FUND TAMURA,0,0,0,0,0
The Mop'eds,0,0,0,0,0
EncapsuledCorpus - on chain poetry,0,0,0,0,0
Castles Generation One ( Ethereum ),0,0,0,0,0
ArgobotX,0,0,0,0,0
Chaos Blocks,0,-1,0,0,0
Diamond Hands Club Membership,0,0,0,0,0
Pix Piggies,0,-1,-1e-18,0,0
Foxx McHodl,0,0,0,0,0
EtherGals Halloween Edition,0,0,0,0,0
LUKAS TIGERS,0.055,0.29411764705882365,0.02500000000000001,2,0.11
NFT Blockheadz,0,0,0,0,0
PigeonGang,0,0,0,0,0
KEANU INU NFT COLLECTION,0,0,0,0,0
The Dream Machine .,0,-1,0,0,0
MonsterBuds Green Room,0.008666666666666666,0.13043478260869576,0.003000000000000003,3,0.026000000000000002
MEMBER PASS,1.1e-05,0,1.1e-05,1,1.1e-05
Mounts for Adventurers,0,0,0,0,0
The Syndicate NFT,0,-1,-0.001,0,0
Feather - eckIdCaEO2,0,-1,-0.0042,0,0
Mint Sins,0,0,0,0,0
Broken Backgrounds,0,0,0,0,0
Unidentified contract - 2RtqQDF42t,0,0,0,0,0
artBloots,0.0033,0,0.0033,1,0.0033
Lootland (for Creators),0,0,0,0,0
AVLab B-side,0,0,0,0,0
Mystery Box NFT,0,-1,0,0,0
We Love Us,0,0,0,0,0
Trash Pandas of the World,0,0,0,0,0
Optical Cards by DISAGREE ART,0,0,0,0,0
MetaLoot,0,0,0,0,0
ComplexityAlpha,0,0,0,0,0
Square Cats Club,0,0,0,0,0
THE PERFECT LINE,0,0,0,0,0
Luna Wolves,0,-1,-0.005,0,0
Obsession2020,0,-1,-0.003,0,0
Crooked Palm Trees,0.008,0,0.008,1,0.008
One Shape One Color,0,0,0,0,0
CGAJewelry,0.01,0,0.01,1,0.01
Kaija's Kappaleita,0,0,0,0,0
RIBONZ: Infinity,0,0,0,0,0
Thats a Awful Lot of WCC,0,0,0,0,0
Beef Cake,0,0,0,0,0
Dommies,0,0,0,0,0
Pluto HipHop Dept. (Genesis),0,0,0,0,0
successleavesclues,0,0,0,0,0
BentoBoxNFT,0,0,0,0,0
Peopleeum,0,0,0,0,0
Doctor Who - Worlds Apart,0,0,0,0,0
Wubba Lubba,0,0,0,0,0
HypeHippo.io Female Edition,0,0,0,0,0
Nice Skunks,0.05500000000000001,-0.06779661016949136,-0.00799999999999998,2,0.11000000000000001
Money Mules,0,0,0,0,0
Senzu Seeds,0,-1,-0.025,0,0
NiftyPins ERC-1155 Collection V2,0.00834,-1,-0.02502,0,0
CROSS STUDIO,0.16999999999999998,0,0.33999999999999997,2,0.33999999999999997
FIFTYNIFTY FIAT,0,0,0,0,0
CUTE ALIEN by Kuado,0,0,0,0,0
beink pages,0,-1,0,0,0
CryptoPortals V1,0,0,0,0,0
Derivative Madness,0,0,0,0,0
CryptoPups Gen 0,0,0,0,0,0
Dreams of EVM,0,0,0,0,0
777 Deadly Sins,0,0,0,0,0
BAR Lemon Hart NFT Project,0,0,0,0,0
Felipe Pantone,0,-1,-0.22,0,0
Kang Academy,0,0,0,0,0
PokePunkz,0,-1,0,0,0
Cyber Motogang,0,-1,-1e-05,0,0
contact.,0,0,0,0,0
MaidCoin Nurse Parts,0,0,0,0,0
FAILE,0,0,0,0,0
Trippy Mints,0,0,0,0,0
BOSO,0,0,0,0,0
Pythagorean Weapons,0,0,0,0,0
Cock Fight Club,0,-1,-0.001,0,0
Goldweard Crystal Pops 10K,0.001,0,0.002,2,0.002
Unidentified contract - Q70G3SLbqp,0,0,0,0,0
Banana Hands,0,0,0,0,0
ScaredyCat,0,0,0,0,0
Dominapes,0,0,0,0,0
The Wesker Collection,0,0,0,0,0
The Infinite Luck,0,0,0,0,0
GM / Mox,0,-1,-0.382,0,0
Companions  (for Adventurers),0,0,0,0,0
mp3.finance,0,0,0,0,0
Madeon,0,0,0,0,0
CRYPTO HERO NFT,0,-1,-0.01111,0,0
PR1MAL CYPHER x NFT ART COM,0,0,0,0,0
LORD ANTHONY APEALOT AUDIO BOOKS,0,0,0,0,0
Happy Mothers Day V2,0,0,0,0,0
Girl and Camera by hurtingbombz,0,0,0,0,0
Island Crisis,0,-1,0,0,0
ZCreative Media Legacy,0,0,0,0,0
Crypto Charmz.,0,0,0,0,0
My Banana Fucko,0,0,0,0,0
Shadow Legion,0,0,0,0,0
Salty Shakers,0,0,0,0,0
Compound NFT v0,0,0,0,0,0
Galactic Stars,0,0,0,0,0
Tigers Guild V4,0,0,0,0,0
LSD Gummy Bears,0,0,0,0,0
HashScapes,0,0,0,0,0
EverydayApes,0,0,0,0,0
